央视频道,#genre#
CCTV4K,http://159.75.85.63:5679/cctv4k.php
CCTV4K,http://27.222.3.214/liveali-tp4K.cctv.cn/live/4K10M.stream/playlist.m3u8
CCTV4K,http://27.222.3.214/liveali-tp4k.cctv.cn/live/4K10M.stream/1.m3u8
CCTV8K,http://27.222.3.214/liveali-tp4k.cctv.cn/live/8K120M/playlist.m3u8
4K60PHLGHEVCEAC3,http://159.75.85.63:5680/d/ad/playad.m3u8
LoveNature4K,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
江苏4K,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8
江苏苏州4K,http://liveshowbak2.kan0512.com/ksznorecord/csztv4k_4k.m3u8
苏州4K,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8?blog.ntnas.top
苏州4K,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8?zjiangsd
苏州4K,http://liveshowbak2.kan0512.com/norecord/csztv4k_4k.m3u8
苏州4k,http://liveshowbak2.kan0512.com/ksznorecord/csztv4k_4k.m3u8?zjiangsd
CCTV1,http://39.134.65.166/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.166/PLTV/88888888/224/3221226119/1.m3u8
CCTV1,http://39.134.66.166/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.67.166/PLTV/88888888/224/3221225816/1.m3u8
CCTV3,http://39.134.66.166/PLTV/88888888/224/3221225799/1.m3u8
CCTV4,http://39.134.66.166/PLTV/88888888/224/3221226092/1.m3u8
CCTV4,http://39.134.67.166/PLTV/88888888/224/3221226092/1.m3u8
CCTV5,http://39.134.66.166/PLTV/88888888/224/3221225903/1.m3u8
CCTV5+,http://39.134.66.166/PLTV/88888888/224/3221225507/1.m3u8
CCTV5+,http://39.134.67.166/PLTV/88888888/224/3221225507/1.m3u8
CCTV5,http://39.134.66.166/PLTV/88888888/224/3221225818/1.m3u8
